time_ms;process;id;state;page
4417484;WRITER;7;WAIT_WRITE_BEGIN;-1
4423421;WRITER;7;WRITING;8
4424108;WRITER;7;RELEASE_WRITE_BEGIN;8
4424108;WRITER;7;IDLE;-1
4424216;WRITER;7;WAIT_WRITE_BEGIN;-1
4441072;WRITER;7;WRITING;17
4442120;WRITER;7;RELEASE_WRITE_BEGIN;17
4442120;WRITER;7;IDLE;-1
4442224;WRITER;7;WAIT_WRITE_BEGIN;-1
4456799;WRITER;7;WRITING;6
4458065;WRITER;7;RELEASE_WRITE_BEGIN;6
4458065;WRITER;7;IDLE;-1
