time_ms;process;id;state;page
4419015;READER;1;WAIT_READ_BEGIN;-1
4426626;READER;1;READING;1
4427694;READER;1;RELEASE_READ_BEGIN;1
4427698;READER;1;IDLE;-1
4427820;READER;1;WAIT_READ_BEGIN;-1
4444190;READER;1;READING;9
4445394;READER;1;RELEASE_READ_BEGIN;9
4445394;READER;1;IDLE;-1
4445500;READER;1;WAIT_READ_BEGIN;-1
4460656;READER;1;READING;17
4461551;READER;1;RELEASE_READ_BEGIN;17
4461551;READER;1;IDLE;-1
