time_ms;process;id;state;page
4419562;WRITER;8;WAIT_WRITE_BEGIN;-1
4429007;WRITER;8;WRITING;12
4429721;WRITER;8;RELEASE_WRITE_BEGIN;12
4429721;WRITER;8;IDLE;-1
4429829;WRITER;8;WAIT_WRITE_BEGIN;-1
4445997;WRITER;8;WRITING;2
4447229;WRITER;8;RELEASE_WRITE_BEGIN;2
4447229;WRITER;8;IDLE;-1
4447333;WRITER;8;WAIT_WRITE_BEGIN;-1
4461548;WRITER;8;WRITING;8
4462522;WRITER;8;RELEASE_WRITE_BEGIN;8
4462522;WRITER;8;IDLE;-1
