time_ms;process;id;state;page
4902875;WRITER;10;WAIT_WRITE_BEGIN;-1
4902875;WRITER;10;WRITING;0
4903544;WRITER;10;RELEASE_WRITE_BEGIN;0
4903544;WRITER;10;IDLE;-1
4903650;WRITER;10;WAIT_WRITE_BEGIN;-1
4904333;WRITER;10;WRITING;1
4905138;WRITER;10;RELEASE_WRITE_BEGIN;1
4905138;WRITER;10;IDLE;-1
4905241;WRITER;10;WAIT_WRITE_BEGIN;-1
4905712;WRITER;10;WRITING;2
4907159;WRITER;10;RELEASE_WRITE_BEGIN;2
4907161;WRITER;10;IDLE;-1
